County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,5,3,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,4,30,-,14
Calaveras,-,2,1,-
Colusa,1,9,-,-
Contra Costa,-,41,13,24
Del Norte,-,-,-,-
El Dorado,-,6,2,-
Fresno,4,51,30,13
Glenn,2,26,1,4
Humboldt,-,1,-,-
Imperial,-,-,10,27
Inyo,-,3,3,-
Kern,20,14,150,64
Kings,1,9,20,18
Lake,-,3,5,-
Lassen,-,1,3,-
Los Angeles,1,12,30,5
Madera,-,-,1,2
Marin,-,1,-,-
Mariposa,-,-,-,-
Mendocino,-,2,-,-
Merced,1,23,2,-
Modoc,1,-,-,-
Mono,-,-,-,-
Monterey,-,2,-,-
Napa,-,1,-,-
Nevada,-,2,-,-
Orange,-,21,4,-
Placer,1,8,12,5
Plumas,-,-,-,-
Riverside,1,-,7,4
Sacramento,4,42,21,2
San Benito,-,-,-,-
San Bernardino,-,6,9,-
San Diego,-,4,-,-
San Francisco,-,-,-,-
San Joaquin,3,34,20,7
San Luis Obispo,-,2,-,-
San Mateo,-,2,-,-
Santa Barbara,-,1,1,-
Santa Clara,1,53,5,-
Santa Cruz,-,-,-,-
Shasta,-,33,5,-
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,2,11,1,7
Sonoma,-,3,-,-
Stanislaus,3,45,27,11
Sutter,3,2,53,9
Tehama,-,5,-,-
Trinity,-,1,-,-
Tulare,-,3,1,9
Tuolumne,-,-,-,-
Ventura,-,18,-,-
Yolo,15,47,49,8
Yuba,-,1,6,-
