County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,3,3,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,-,17,-,5
Calaveras,-,2,1,-
Colusa,1,9,-,-
Contra Costa,-,28,13,-
Del Norte,-,-,-,-
El Dorado,-,3,2,-
Fresno,1,45,28,8
Glenn,2,14,1,-
Humboldt,-,-,-,-
Imperial,-,-,8,19
Inyo,-,2,3,-
Kern,17,10,123,58
Kings,-,9,14,10
Lake,-,3,2,-
Lassen,-,1,-,-
Los Angeles,1,1,23,4
Madera,-,-,-,1
Marin,-,1,-,-
Mariposa,-,-,-,-
Mendocino,-,2,-,-
Merced,-,16,2,-
Modoc,1,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,1,-,-
Nevada,-,1,-,-
Orange,-,19,2,-
Placer,-,5,11,-
Plumas,-,-,-,-
Riverside,-,-,7,1
Sacramento,2,32,19,-
San Benito,-,-,-,-
San Bernardino,-,4,3,-
San Diego,-,4,-,-
San Francisco,-,-,-,-
San Joaquin,1,32,20,-
San Luis Obispo,-,1,-,-
San Mateo,-,1,-,-
Santa Barbara,-,-,1,-
Santa Clara,-,46,5,-
Santa Cruz,-,-,-,-
Shasta,-,26,2,-
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,-,9,1,7
Sonoma,-,1,-,-
Stanislaus,1,35,27,11
Sutter,3,2,49,9
Tehama,-,3,-,-
Trinity,-,-,-,-
Tulare,-,1,-,3
Tuolumne,-,-,-,-
Ventura,-,11,-,-
Yolo,8,42,45,7
Yuba,-,1,2,-
