"Disease","County","Year","Sex","Count","Population","Rate","CI.lower","CI.upper","Unstable"
"Coccidioidomycosis","Contra Costa",2012,"Total",30,1069158,2.806,1.893,4.006," "
"Coccidioidomycosis","Contra Costa",2012,"Female",10,547638,1.826,0.876,3.358,"*"
"Coccidioidomycosis","Contra Costa",2012,"Male",20,521520,3.835,2.342,5.923," "
"Coccidioidomycosis","Contra Costa",2013,"Total",37,1081948,3.42,2.408,4.714," "
"Coccidioidomycosis","Contra Costa",2013,"Female",12,554275,2.165,1.119,3.782,"*"
"Coccidioidomycosis","Contra Costa",2013,"Male",25,527673,4.738,3.066,6.994," "
"Coccidioidomycosis","Contra Costa",2014,"Total",29,1096637,2.644,1.771,3.798," "
"Coccidioidomycosis","Contra Costa",2014,"Female",8,561929,1.424,0.615,2.805,"*"
"Coccidioidomycosis","Contra Costa",2014,"Male",21,534708,3.927,2.431,6.003," "
"Coccidioidomycosis","Del Norte",2001,"Total",0,27418,0,0,13.453,"-"
"Coccidioidomycosis","Del Norte",2001,"Female",0,12253,0,0,30.101,"-"
"Coccidioidomycosis","Del Norte",2001,"Male",0,15165,0,0,24.322,"-"
"Coccidioidomycosis","Del Norte",2002,"Total",0,27615,0,0,13.357,"-"
"Coccidioidomycosis","Del Norte",2002,"Female",0,12338,0,0,29.894,"-"
"Coccidioidomycosis","Del Norte",2002,"Male",0,15277,0,0,24.144,"-"
"Coccidioidomycosis","Del Norte",2003,"Total",0,27871,0,0,13.235,"-"
"Coccidioidomycosis","Del Norte",2003,"Female",0,12453,0,0,29.618,"-"
"Coccidioidomycosis","Del Norte",2003,"Male",0,15418,0,0,23.923,"-"
"Coccidioidomycosis","Del Norte",2004,"Total",0,28187,0,0,13.086,"-"
"Coccidioidomycosis","Del Norte",2004,"Female",0,12587,0,0,29.303,"-"
"Coccidioidomycosis","Del Norte",2004,"Male",0,15600,0,0,23.644,"-"
"Coccidioidomycosis","Del Norte",2005,"Total",0,28315,0,0,13.027,"-"
"Coccidioidomycosis","Del Norte",2005,"Female",0,12649,0,0,29.159,"-"
"Coccidioidomycosis","Del Norte",2005,"Male",0,15666,0,0,23.544,"-"
"Coccidioidomycosis","Del Norte",2006,"Total",0,28276,0,0,13.045,"-"
"Coccidioidomycosis","Del Norte",2006,"Female",0,12635,0,0,29.191,"-"
"Coccidioidomycosis","Del Norte",2006,"Male",0,15641,0,0,23.582,"-"
"Coccidioidomycosis","Del Norte",2007,"Total",0,28480,0,0,12.952,"-"
"Coccidioidomycosis","Del Norte",2007,"Female",0,12697,0,0,29.049,"-"
"Coccidioidomycosis","Del Norte",2007,"Male",0,15783,0,0,23.37,"-"
"Coccidioidomycosis","Del Norte",2008,"Total",0,28571,0,0,12.91,"-"
"Coccidioidomycosis","Del Norte",2008,"Female",0,12739,0,0,28.953,"-"
"Coccidioidomycosis","Del Norte",2008,"Male",0,15832,0,0,23.297,"-"
"Coccidioidomycosis","Del Norte",2009,"Total",0,28559,0,0,12.916,"-"
"Coccidioidomycosis","Del Norte",2009,"Female",0,12720,0,0,28.996,"-"
"Coccidioidomycosis","Del Norte",2009,"Male",0,15839,0,0,23.287,"-"
"Coccidioidomycosis","Del Norte",2010,"Total",0,28543,0,0,12.923,"-"
"Coccidioidomycosis","Del Norte",2010,"Female",0,12648,0,0,29.161,"-"
"Coccidioidomycosis","Del Norte",2010,"Male",0,15895,0,0,23.205,"-"
"Coccidioidomycosis","Del Norte",2011,"Total",0,28485,0,0,12.949,"-"
"Coccidioidomycosis","Del Norte",2011,"Female",0,12618,0,0,29.231,"-"
"Coccidioidomycosis","Del Norte",2011,"Male",0,15867,0,0,23.246,"-"
"Coccidioidomycosis","Del Norte",2012,"Total",0,28533,0,0,12.928,"-"
"Coccidioidomycosis","Del Norte",2012,"Female",0,12644,0,0,29.171,"-"
"Coccidioidomycosis","Del Norte",2012,"Male",0,15889,0,0,23.214,"-"
"Coccidioidomycosis","Del Norte",2013,"Total",0,28225,0,0,13.069,"-"
"Coccidioidomycosis","Del Norte",2013,"Female",0,12478,0,0,29.559,"-"
"Coccidioidomycosis","Del Norte",2013,"Male",0,15747,0,0,23.423,"-"
"Coccidioidomycosis","Del Norte",2014,"Total",0,28219,0,0,13.071,"-"
"Coccidioidomycosis","Del Norte",2014,"Female",0,12466,0,0,29.587,"-"
"Coccidioidomycosis","Del Norte",2014,"Male",0,15753,0,0,23.414,"-"
"Coccidioidomycosis","El Dorado",2001,"Total",1,161880,0.618,0.016,3.442,"*"
"Coccidioidomycosis","El Dorado",2001,"Female",0,80988,0,0,4.555,"-"
"Coccidioidomycosis","El Dorado",2001,"Male",1,80892,1.236,0.031,6.888,"*"
"Coccidioidomycosis","El Dorado",2002,"Total",0,164725,0,0,2.239,"-"
"Coccidioidomycosis","El Dorado",2002,"Female",0,82411,0,0,4.476,"-"
"Coccidioidomycosis","El Dorado",2002,"Male",0,82314,0,0,4.481,"-"
"Coccidioidomycosis","El Dorado",2003,"Total",2,167670,1.193,0.144,4.309,"*"
"Coccidioidomycosis","El Dorado",2003,"Female",0,83875,0,0,4.398,"-"
"Coccidioidomycosis","El Dorado",2003,"Male",2,83795,2.387,0.289,8.622,"*"
"Coccidioidomycosis","El Dorado",2004,"Total",2,170304,1.174,0.142,4.242,"*"
"Coccidioidomycosis","El Dorado",2004,"Female",1,85200,1.174,0.03,6.539,"*"
"Coccidioidomycosis","El Dorado",2004,"Male",1,85104,1.175,0.03,6.547,"*"
"Coccidioidomycosis","El Dorado",2005,"Total",1,173181,0.577,0.015,3.217,"*"
"Coccidioidomycosis","El Dorado",2005,"Female",1,86647,1.154,0.029,6.43,"*"
"Coccidioidomycosis","El Dorado",2005,"Male",0,86534,0,0,4.263,"-"
"Coccidioidomycosis","El Dorado",2006,"Total",2,175258,1.141,0.138,4.122,"*"
"Coccidioidomycosis","El Dorado",2006,"Female",1,87654,1.141,0.029,6.356,"*"
"Coccidioidomycosis","El Dorado",2006,"Male",1,87604,1.142,0.029,6.36,"*"
"Coccidioidomycosis","El Dorado",2007,"Total",0,177195,0,0,2.082,"-"
"Coccidioidomycosis","El Dorado",2007,"Female",0,88622,0,0,4.162,"-"
"Coccidioidomycosis","El Dorado",2007,"Male",0,88573,0,0,4.165,"-"
"Coccidioidomycosis","El Dorado",2008,"Total",3,178599,1.68,0.346,4.909,"*"
"Coccidioidomycosis","El Dorado",2008,"Female",0,89339,0,0,4.129,"-"
"Coccidioidomycosis","El Dorado",2008,"Male",3,89260,3.361,0.693,9.822,"*"
"Coccidioidomycosis","El Dorado",2009,"Total",0,179701,0,0,2.053,"-"
"Coccidioidomycosis","El Dorado",2009,"Female",0,89876,0,0,4.104,"-"
"Coccidioidomycosis","El Dorado",2009,"Male",0,89825,0,0,4.107,"-"
"Coccidioidomycosis","El Dorado",2010,"Total",0,180925,0,0,2.039,"-"
"Coccidioidomycosis","El Dorado",2010,"Female",0,90414,0,0,4.08,"-"
"Coccidioidomycosis","El Dorado",2010,"Male",0,90511,0,0,4.076,"-"
"Coccidioidomycosis","El Dorado",2011,"Total",0,180639,0,0,2.042,"-"
"Coccidioidomycosis","El Dorado",2011,"Female",0,90341,0,0,4.083,"-"
"Coccidioidomycosis","El Dorado",2011,"Male",0,90298,0,0,4.085,"-"
"Coccidioidomycosis","El Dorado",2012,"Total",1,182640,0.548,0.014,3.051,"*"
"Coccidioidomycosis","El Dorado",2012,"Female",0,91305,0,0,4.04,"-"
"Coccidioidomycosis","El Dorado",2012,"Male",1,91335,1.095,0.028,6.1,"*"
"Coccidioidomycosis","El Dorado",2013,"Total",1,182958,0.547,0.014,3.045,"*"
"Coccidioidomycosis","El Dorado",2013,"Female",1,91508,1.093,0.028,6.089,"*"
"Coccidioidomycosis","El Dorado",2013,"Male",0,91450,0,0,4.034,"-"
"Coccidioidomycosis","El Dorado",2014,"Total",1,183957,0.544,0.014,3.029,"*"
"Coccidioidomycosis","El Dorado",2014,"Female",0,92046,0,0,4.008,"-"
"Coccidioidomycosis","El Dorado",2014,"Male",1,91911,1.088,0.028,6.062,"*"
"Coccidioidomycosis","Fresno",2001,"Total",55,815003,6.748,5.084,8.784," "
"Coccidioidomycosis","Fresno",2001,"Female",7,407172,1.719,0.691,3.542,"*"
"Coccidioidomycosis","Fresno",2001,"Male",48,407831,11.77,8.678,15.604," "
"Coccidioidomycosis","Fresno",2002,"Total",73,828637,8.81,6.905,11.077," "
"Coccidioidomycosis","Fresno",2002,"Female",12,414207,2.897,1.497,5.061,"*"
"Coccidioidomycosis","Fresno",2002,"Male",61,414430,14.719,11.259,18.907," "
"Coccidioidomycosis","Fresno",2003,"Total",142,845917,16.787,14.139,19.785," "
"Coccidioidomycosis","Fresno",2003,"Female",26,423018,6.146,4.015,9.006," "
"Coccidioidomycosis","Fresno",2003,"Male",116,422899,27.43,22.666,32.898," "
"Coccidioidomycosis","Fresno",2004,"Total",130,860226,15.112,12.626,17.944," "
"Coccidioidomycosis","Fresno",2004,"Female",20,430198,4.649,2.84,7.18," "
"Coccidioidomycosis","Fresno",2004,"Male",110,430028,25.58,21.024,30.83," "
"Coccidioidomycosis","Fresno",2005,"Total",331,871910,37.963,33.983,42.28," "
"Coccidioidomycosis","Fresno",2005,"Female",33,436052,7.568,5.209,10.628," "
"Coccidioidomycosis","Fresno",2005,"Male",298,435858,68.371,60.83,76.588," "
"Coccidioidomycosis","Fresno",2006,"Total",665,886376,75.025,69.432,80.948," "
"Coccidioidomycosis","Fresno",2006,"Female",39,443403,8.796,6.255,12.024," "
"Coccidioidomycosis","Fresno",2006,"Male",626,442973,141.318,130.47,152.826," "
"Coccidioidomycosis","Fresno",2007,"Total",400,899826,44.453,40.204,49.029," "
"Coccidioidomycosis","Fresno",2007,"Female",37,450080,8.221,5.788,11.331," "
"Coccidioidomycosis","Fresno",2007,"Male",363,449746,80.712,72.625,89.454," "
"Coccidioidomycosis","Fresno",2008,"Total",324,913239,35.478,31.72,39.559," "
"Coccidioidomycosis","Fresno",2008,"Female",45,456755,9.852,7.186,13.183," "
"Coccidioidomycosis","Fresno",2008,"Male",278,456484,60.9,53.953,68.494," "
"Coccidioidomycosis","Fresno",2009,"Total",489,923895,52.928,48.341,57.833," "
"Coccidioidomycosis","Fresno",2009,"Female",70,461947,15.153,11.813,19.145," "
"Coccidioidomycosis","Fresno",2009,"Male",419,461948,90.703,82.228,99.813," "
"Coccidioidomycosis","Fresno",2010,"Total",728,932343,78.083,72.515,83.964," "
"Coccidioidomycosis","Fresno",2010,"Female",150,466558,32.15,27.212,37.726," "
"Coccidioidomycosis","Fresno",2010,"Male",575,465785,123.447,113.568,133.956," "
"Coccidioidomycosis","Fresno",2011,"Total",723,939329,76.97,71.463,82.788," "
"Coccidioidomycosis","Fresno",2011,"Female",133,469845,28.307,23.702,33.546," "
"Coccidioidomycosis","Fresno",2011,"Male",590,469484,125.67,115.738,136.225," "
"Coccidioidomycosis","Fresno",2012,"Total",479,948453,50.503,46.082,55.234," "
"Coccidioidomycosis","Fresno",2012,"Female",130,474300,27.409,22.9,32.545," "
"Coccidioidomycosis","Fresno",2012,"Male",349,474153,73.605,66.087,81.744," "
"Coccidioidomycosis","Fresno",2013,"Total",307,956967,32.081,28.592,35.877," "
"Coccidioidomycosis","Fresno",2013,"Female",85,478477,17.765,14.19,21.966," "
"Coccidioidomycosis","Fresno",2013,"Male",221,478490,46.187,40.299,52.693," "
"Coccidioidomycosis","Fresno",2014,"Total",153,967491,15.814,13.408,18.528," "
"Coccidioidomycosis","Fresno",2014,"Female",46,483695,9.51,6.963,12.685," "
"Coccidioidomycosis","Fresno",2014,"Male",107,483796,22.117,18.126,26.725," "
"Coccidioidomycosis","Glenn",2001,"Total",0,26611,0,0,13.861,"-"
"Coccidioidomycosis","Glenn",2001,"Female",0,13154,0,0,28.04,"-"
"Coccidioidomycosis","Glenn",2001,"Male",0,13457,0,0,27.409,"-"
"Coccidioidomycosis","Glenn",2002,"Total",2,26792,7.465,0.904,26.963,"*"
"Coccidioidomycosis","Glenn",2002,"Female",0,13251,0,0,27.835,"-"
"Coccidioidomycosis","Glenn",2002,"Male",2,13541,14.77,1.789,53.344,"*"
"Coccidioidomycosis","Glenn",2003,"Total",0,27156,0,0,13.583,"-"
"Coccidioidomycosis","Glenn",2003,"Female",0,13448,0,0,27.427,"-"
"Coccidioidomycosis","Glenn",2003,"Male",0,13708,0,0,26.907,"-"
"Coccidioidomycosis","Glenn",2004,"Total",1,27264,3.668,0.093,20.434,"*"
"Coccidioidomycosis","Glenn",2004,"Female",0,13518,0,0,27.285,"-"
"Coccidioidomycosis","Glenn",2004,"Male",1,13746,7.275,0.184,40.526,"*"
"Coccidioidomycosis","Glenn",2005,"Total",0,27525,0,0,13.401,"-"
"Coccidioidomycosis","Glenn",2005,"Female",0,13636,0,0,27.049,"-"
"Coccidioidomycosis","Glenn",2005,"Male",0,13889,0,0,26.556,"-"
"Coccidioidomycosis","Glenn",2006,"Total",1,27731,3.606,0.091,20.09,"*"
"Coccidioidomycosis","Glenn",2006,"Female",0,13729,0,0,26.866,"-"
"Coccidioidomycosis","Glenn",2006,"Male",1,14002,7.142,0.181,39.785,"*"
"Coccidioidomycosis","Glenn",2007,"Total",0,28013,0,0,13.168,"-"
"Coccidioidomycosis","Glenn",2007,"Female",0,13871,0,0,26.591,"-"
"Coccidioidomycosis","Glenn",2007,"Male",0,14142,0,0,26.081,"-"
"Coccidioidomycosis","Glenn",2008,"Total",0,28120,0,0,13.117,"-"
"Coccidioidomycosis","Glenn",2008,"Female",0,13920,0,0,26.497,"-"
"Coccidioidomycosis","Glenn",2008,"Male",0,14200,0,0,25.975,"-"
"Coccidioidomycosis","Glenn",2009,"Total",0,28056,0,0,13.147,"-"
"Coccidioidomycosis","Glenn",2009,"Female",0,13906,0,0,26.524,"-"
"Coccidioidomycosis","Glenn",2009,"Male",0,14150,0,0,26.066,"-"
"Coccidioidomycosis","Glenn",2010,"Total",0,28144,0,0,13.106,"-"
"Coccidioidomycosis","Glenn",2010,"Female",0,13938,0,0,26.463,"-"
"Coccidioidomycosis","Glenn",2010,"Male",0,14206,0,0,25.964,"-"
"Coccidioidomycosis","Glenn",2011,"Total",0,28256,0,0,13.054,"-"
"Coccidioidomycosis","Glenn",2011,"Female",0,13991,0,0,26.363,"-"
"Coccidioidomycosis","Glenn",2011,"Male",0,14265,0,0,25.856,"-"
"Coccidioidomycosis","Glenn",2012,"Total",0,28560,0,0,12.915,"-"
"Coccidioidomycosis","Glenn",2012,"Female",0,14136,0,0,26.092,"-"
"Coccidioidomycosis","Glenn",2012,"Male",0,14424,0,0,25.571,"-"
"Coccidioidomycosis","Glenn",2013,"Total",0,28628,0,0,12.885,"-"
"Coccidioidomycosis","Glenn",2013,"Female",0,14165,0,0,26.039,"-"
"Coccidioidomycosis","Glenn",2013,"Male",0,14463,0,0,25.502,"-"
"Coccidioidomycosis","Glenn",2014,"Total",0,28715,0,0,12.846,"-"
"Coccidioidomycosis","Glenn",2014,"Female",0,14207,0,0,25.962,"-"
"Coccidioidomycosis","Glenn",2014,"Male",0,14508,0,0,25.423,"-"
"Coccidioidomycosis","Humboldt",2001,"Total",0,127348,0,0,2.897,"-"
"Coccidioidomycosis","Humboldt",2001,"Female",0,64153,0,0,5.75,"-"
"Coccidioidomycosis","Humboldt",2001,"Male",0,63195,0,0,5.837,"-"
"Coccidioidomycosis","Humboldt",2002,"Total",0,128755,0,0,2.865,"-"
"Coccidioidomycosis","Humboldt",2002,"Female",0,64785,0,0,5.694,"-"
"Coccidioidomycosis","Humboldt",2002,"Male",0,63970,0,0,5.766,"-"
"Coccidioidomycosis","Humboldt",2003,"Total",1,130179,0.768,0.019,4.28,"*"
"Coccidioidomycosis","Humboldt",2003,"Female",0,65437,0,0,5.637,"-"
"Coccidioidomycosis","Humboldt",2003,"Male",1,64742,1.545,0.039,8.606,"*"
"Coccidioidomycosis","Humboldt",2004,"Total",0,131243,0,0,2.811,"-"
"Coccidioidomycosis","Humboldt",2004,"Female",0,65925,0,0,5.595,"-"
"Coccidioidomycosis","Humboldt",2004,"Male",0,65318,0,0,5.647,"-"
"Coccidioidomycosis","Humboldt",2005,"Total",0,131689,0,0,2.801,"-"
"Coccidioidomycosis","Humboldt",2005,"Female",0,66095,0,0,5.581,"-"
"Coccidioidomycosis","Humboldt",2005,"Male",0,65594,0,0,5.624,"-"
"Coccidioidomycosis","Humboldt",2006,"Total",0,132226,0,0,2.79,"-"
"Coccidioidomycosis","Humboldt",2006,"Female",0,66298,0,0,5.564,"-"
"Coccidioidomycosis","Humboldt",2006,"Male",0,65928,0,0,5.595,"-"
"Coccidioidomycosis","Humboldt",2007,"Total",2,132657,1.508,0.183,5.446,"*"
"Coccidioidomycosis","Humboldt",2007,"Female",0,66424,0,0,5.553,"-"
"Coccidioidomycosis","Humboldt",2007,"Male",2,66233,3.02,0.366,10.908,"*"
"Coccidioidomycosis","Humboldt",2008,"Total",0,133201,0,0,2.769,"-"
"Coccidioidomycosis","Humboldt",2008,"Female",0,66619,0,0,5.537,"-"
"Coccidioidomycosis","Humboldt",2008,"Male",0,66582,0,0,5.54,"-"
"Coccidioidomycosis","Humboldt",2009,"Total",0,133766,0,0,2.758,"-"
"Coccidioidomycosis","Humboldt",2009,"Female",0,66863,0,0,5.517,"-"
"Coccidioidomycosis","Humboldt",2009,"Male",0,66903,0,0,5.514,"-"
"Coccidioidomycosis","Humboldt",2010,"Total",0,134656,0,0,2.739,"-"
"Coccidioidomycosis","Humboldt",2010,"Female",0,66755,0,0,5.526,"-"
"Coccidioidomycosis","Humboldt",2010,"Male",0,67901,0,0,5.433,"-"
"Coccidioidomycosis","Humboldt",2011,"Total",1,135174,0.74,0.019,4.122,"*"
"Coccidioidomycosis","Humboldt",2011,"Female",0,66976,0,0,5.508,"-"
"Coccidioidomycosis","Humboldt",2011,"Male",1,68198,1.466,0.037,8.17,"*"
"Coccidioidomycosis","Humboldt",2012,"Total",0,134601,0,0,2.741,"-"
"Coccidioidomycosis","Humboldt",2012,"Female",0,66729,0,0,5.528,"-"
"Coccidioidomycosis","Humboldt",2012,"Male",0,67872,0,0,5.435,"-"
"Coccidioidomycosis","Humboldt",2013,"Total",0,134698,0,0,2.739,"-"
"Coccidioidomycosis","Humboldt",2013,"Female",0,66776,0,0,5.524,"-"
"Coccidioidomycosis","Humboldt",2013,"Male",0,67922,0,0,5.431,"-"
"Coccidioidomycosis","Humboldt",2014,"Total",0,134609,0,0,2.74,"-"
"Coccidioidomycosis","Humboldt",2014,"Female",0,66722,0,0,5.529,"-"
"Coccidioidomycosis","Humboldt",2014,"Male",0,67887,0,0,5.434,"-"
"Coccidioidomycosis","Imperial",2001,"Total",0,144726,0,0,2.549,"-"
"Coccidioidomycosis","Imperial",2001,"Female",0,69392,0,0,5.316,"-"
"Coccidioidomycosis","Imperial",2001,"Male",0,75334,0,0,4.897,"-"
"Coccidioidomycosis","Imperial",2002,"Total",0,147185,0,0,2.506,"-"
"Coccidioidomycosis","Imperial",2002,"Female",0,70707,0,0,5.217,"-"
"Coccidioidomycosis","Imperial",2002,"Male",0,76478,0,0,4.823,"-"
"Coccidioidomycosis","Imperial",2003,"Total",1,150909,0.663,0.017,3.692,"*"
"Coccidioidomycosis","Imperial",2003,"Female",1,72618,1.377,0.035,7.672,"*"
"Coccidioidomycosis","Imperial",2003,"Male",0,78291,0,0,4.712,"-"
"Coccidioidomycosis","Imperial",2004,"Total",4,153937,2.598,0.708,6.653,"*"
"Coccidioidomycosis","Imperial",2004,"Female",0,74201,0,0,4.971,"-"
"Coccidioidomycosis","Imperial",2004,"Male",4,79736,5.017,1.367,12.844,"*"
"Coccidioidomycosis","Imperial",2005,"Total",1,157657,0.634,0.016,3.534,"*"
"Coccidioidomycosis","Imperial",2005,"Female",0,76126,0,0,4.846,"-"
"Coccidioidomycosis","Imperial",2005,"Male",1,81531,1.227,0.031,6.834,"*"
"Coccidioidomycosis","Imperial",2006,"Total",3,162532,1.846,0.381,5.394,"*"
"Coccidioidomycosis","Imperial",2006,"Female",1,78596,1.272,0.032,7.089,"*"
"Coccidioidomycosis","Imperial",2006,"Male",2,83936,2.383,0.289,8.607,"*"
"Coccidioidomycosis","Imperial",2007,"Total",11,166894,6.591,3.29,11.793,"*"
"Coccidioidomycosis","Imperial",2007,"Female",4,80846,4.948,1.348,12.668,"*"
"Coccidioidomycosis","Imperial",2007,"Male",7,86048,8.135,3.271,16.76,"*"
"Coccidioidomycosis","Imperial",2008,"Total",7,170104,4.115,1.655,8.479,"*"
"Coccidioidomycosis","Imperial",2008,"Female",5,82512,6.06,1.968,14.141,"*"
"Coccidioidomycosis","Imperial",2008,"Male",2,87592,2.283,0.277,8.248,"*"
"Coccidioidomycosis","Imperial",2009,"Total",8,173241,4.618,1.994,9.099,"*"
"Coccidioidomycosis","Imperial",2009,"Female",2,84166,2.376,0.288,8.584,"*"
"Coccidioidomycosis","Imperial",2009,"Male",6,89075,6.736,2.472,14.661,"*"
"Coccidioidomycosis","Imperial",2010,"Total",4,175424,2.28,0.621,5.838,"*"
"Coccidioidomycosis","Imperial",2010,"Female",1,85187,1.174,0.03,6.54,"*"
"Coccidioidomycosis","Imperial",2010,"Male",3,90237,3.325,0.686,9.716,"*"
"Coccidioidomycosis","Imperial",2011,"Total",5,177359,2.819,0.915,6.579,"*"
"Coccidioidomycosis","Imperial",2011,"Female",3,86154,3.482,0.718,10.176,"*"
"Coccidioidomycosis","Imperial",2011,"Male",2,91205,2.193,0.266,7.921,"*"
"Coccidioidomycosis","Imperial",2012,"Total",12,178382,6.727,3.476,11.751,"*"
"Coccidioidomycosis","Imperial",2012,"Female",4,86637,4.617,1.258,11.821,"*"
"Coccidioidomycosis","Imperial",2012,"Male",8,91745,8.72,3.765,17.181,"*"
"Coccidioidomycosis","Imperial",2013,"Total",5,179142,2.791,0.906,6.513,"*"
"Coccidioidomycosis","Imperial",2013,"Female",2,86982,2.299,0.278,8.306,"*"
"Coccidioidomycosis","Imperial",2013,"Male",3,92160,3.255,0.671,9.513,"*"
"Coccidioidomycosis","Imperial",2014,"Total",0,181103,0,0,2.037,"-"
"Coccidioidomycosis","Imperial",2014,"Female",0,88072,0,0,4.188,"-"
"Coccidioidomycosis","Imperial",2014,"Male",0,93031,0,0,3.965,"-"
"Coccidioidomycosis","Inyo",2001,"Total",0,18207,0,0,20.259,"-"
"Coccidioidomycosis","Inyo",2001,"Female",0,9239,0,0,39.919,"-"
"Coccidioidomycosis","Inyo",2001,"Male",0,8968,0,0,41.125,"-"
"Coccidioidomycosis","Inyo",2002,"Total",0,18415,0,0,20.03,"-"
"Coccidioidomycosis","Inyo",2002,"Female",0,9327,0,0,39.543,"-"
"Coccidioidomycosis","Inyo",2002,"Male",0,9088,0,0,40.582,"-"
"Coccidioidomycosis","Inyo",2003,"Total",0,18507,0,0,19.93,"-"
"Coccidioidomycosis","Inyo",2003,"Female",0,9356,0,0,39.42,"-"
"Coccidioidomycosis","Inyo",2003,"Male",0,9151,0,0,40.303,"-"
"Coccidioidomycosis","Inyo",2004,"Total",0,18559,0,0,19.875,"-"
"Coccidioidomycosis","Inyo",2004,"Female",0,9366,0,0,39.378,"-"
"Coccidioidomycosis","Inyo",2004,"Male",0,9193,0,0,40.119,"-"
"Coccidioidomycosis","Inyo",2005,"Total",0,18463,0,0,19.978,"-"
"Coccidioidomycosis","Inyo",2005,"Female",0,9309,0,0,39.619,"-"
"Coccidioidomycosis","Inyo",2005,"Male",0,9154,0,0,40.29,"-"
"Coccidioidomycosis","Inyo",2006,"Total",1,18421,5.429,0.137,30.242,"*"
"Coccidioidomycosis","Inyo",2006,"Female",0,9267,0,0,39.799,"-"
"Coccidioidomycosis","Inyo",2006,"Male",1,9154,10.924,0.277,60.85,"*"
"Coccidioidomycosis","Inyo",2007,"Total",0,18447,0,0,19.995,"-"
"Coccidioidomycosis","Inyo",2007,"Female",0,9261,0,0,39.824,"-"
"Coccidioidomycosis","Inyo",2007,"Male",0,9186,0,0,40.15,"-"
"Coccidioidomycosis","Inyo",2008,"Total",0,18383,0,0,20.065,"-"
"Coccidioidomycosis","Inyo",2008,"Female",0,9209,0,0,40.049,"-"
"Coccidioidomycosis","Inyo",2008,"Male",0,9174,0,0,40.202,"-"
"Coccidioidomycosis","Inyo",2009,"Total",0,18448,0,0,19.994,"-"
"Coccidioidomycosis","Inyo",2009,"Female",0,9205,0,0,40.067,"-"
"Coccidioidomycosis","Inyo",2009,"Male",0,9243,0,0,39.902,"-"
"Coccidioidomycosis","Inyo",2010,"Total",0,18530,0,0,19.906,"-"
"Coccidioidomycosis","Inyo",2010,"Female",0,9132,0,0,40.387,"-"
"Coccidioidomycosis","Inyo",2010,"Male",0,9398,0,0,39.244,"-"
"Coccidioidomycosis","Inyo",2011,"Total",0,18666,0,0,19.761,"-"
"Coccidioidomycosis","Inyo",2011,"Female",0,9185,0,0,40.154,"-"
"Coccidioidomycosis","Inyo",2011,"Male",0,9481,0,0,38.901,"-"
"Coccidioidomycosis","Inyo",2012,"Total",0,18578,0,0,19.854,"-"
"Coccidioidomycosis","Inyo",2012,"Female",0,9124,0,0,40.422,"-"
"Coccidioidomycosis","Inyo",2012,"Male",0,9454,0,0,39.012,"-"
"Coccidioidomycosis","Inyo",2013,"Total",0,18584,0,0,19.848,"-"
"Coccidioidomycosis","Inyo",2013,"Female",0,9133,0,0,40.383,"-"
"Coccidioidomycosis","Inyo",2013,"Male",0,9451,0,0,39.024,"-"
"Coccidioidomycosis","Inyo",2014,"Total",1,18612,5.373,0.136,29.932,"*"
"Coccidioidomycosis","Inyo",2014,"Female",1,9144,10.937,0.277,60.917,"*"
