County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,12,-,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,6,40,24,41
Calaveras,-,-,-,-
Colusa,2,5,-,6
Contra Costa,2,46,19,6
Del Norte,-,-,-,-
El Dorado,-,4,-,-
Fresno,14,19,126,-
Glenn,5,15,4,7
Humboldt,-,-,-,-
Imperial,1,-,4,8
Inyo,-,-,-,-
Kern,15,14,499,50
Kings,-,1,87,-
Lake,-,5,18,1
Lassen,-,-,-,-
Los Angeles,21,135,196,72
Madera,1,1,12,-
Marin,-,-,-,-
Mariposa,-,-,-,-
Mendocino,-,1,-,-
Merced,7,37,3,-
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,-,1,-
Nevada,-,1,-,-
Orange,6,51,40,-
Placer,5,50,107,8
Plumas,-,-,-,-
Riverside,7,3,119,47
Sacramento,9,464,454,36
San Benito,-,-,-,-
San Bernardino,7,25,51,32
San Diego,-,-,-,-
San Francisco,-,1,-,-
San Joaquin,6,52,141,-
San Luis Obispo,-,1,-,-
San Mateo,-,4,-,-
Santa Barbara,-,-,-,-
Santa Clara,-,15,3,-
Santa Cruz,-,1,-,-
Shasta,-,14,14,3
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,1,27,3,1
Sonoma,-,3,3,1
Stanislaus,13,41,179,8
Sutter,6,22,19,36
Tehama,1,4,-,-
Trinity,-,-,-,-
Tulare,3,46,127,9
Tuolumne,-,-,-,-
Ventura,2,31,2,-
Yolo,4,98,147,4
Yuba,2,9,15,13
