County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,1,92,16,1
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,22,22,40,37
Calaveras,-,-,-,-
Colusa,2,4,1,8
Contra Costa,4,43,23,14
Del Norte,-,-,-,-
El Dorado,-,5,-,-
Fresno,34,9,134,-
Glenn,10,4,8,9
Humboldt,-,2,-,-
Imperial,1,-,-,-
Inyo,-,-,-,-
Kern,6,3,111,-
Kings,3,3,150,-
Lake,1,18,71,5
Lassen,-,-,-,-
Los Angeles,134,95,298,124
Madera,3,5,37,-
Marin,-,6,3,-
Mariposa,-,-,-,-
Mendocino,1,-,-,-
Merced,1,8,11,10
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,12,-,-
Nevada,-,-,-,-
Orange,200,386,459,-
Placer,3,39,77,-
Plumas,-,-,-,-
Riverside,9,1,89,32
Sacramento,10,291,486,9
San Benito,-,-,-,-
San Bernardino,13,17,95,29
San Diego,4,19,-,1
San Francisco,-,-,-,-
San Joaquin,8,52,223,-
San Luis Obispo,-,-,-,-
San Mateo,-,18,15,-
Santa Barbara,-,-,-,-
Santa Clara,8,888,30,5
Santa Cruz,-,1,-,-
Shasta,2,6,33,9
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,1,33,11,23
Sonoma,-,32,9,3
Stanislaus,29,47,172,12
Sutter,4,19,52,29
Tehama,4,-,-,13
Trinity,-,-,-,-
Tulare,19,40,311,4
Tuolumne,-,-,-,-
Ventura,-,7,-,-
Yolo,10,71,221,9
Yuba,4,16,24,9
