County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,64,12,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,12,18,31,33
Calaveras,-,-,-,-
Colusa,2,4,1,5
Contra Costa,1,31,19,12
Del Norte,-,-,-,-
El Dorado,-,1,-,-
Fresno,24,8,110,-
Glenn,5,4,8,7
Humboldt,-,2,-,-
Imperial,1,-,-,-
Inyo,-,-,-,-
Kern,2,3,84,-
Kings,-,2,138,-
Lake,-,15,63,2
Lassen,-,-,-,-
Los Angeles,27,35,160,65
Madera,2,4,31,-
Marin,-,3,3,-
Mariposa,-,-,-,-
Mendocino,-,-,-,-
Merced,-,1,9,6
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,9,-,-
Nevada,-,-,-,-
Orange,61,228,238,-
Placer,1,27,73,-
Plumas,-,-,-,-
Riverside,-,-,55,6
Sacramento,4,238,424,8
San Benito,-,-,-,-
San Bernardino,2,11,76,16
San Diego,-,7,-,-
San Francisco,-,-,-,-
San Joaquin,2,40,172,-
San Luis Obispo,-,-,-,-
San Mateo,-,9,12,-
Santa Barbara,-,-,-,-
Santa Clara,3,769,29,2
Santa Cruz,-,1,-,-
Shasta,1,3,31,3
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,1,32,10,19
Sonoma,-,15,4,1
Stanislaus,17,31,111,12
Sutter,1,19,51,24
Tehama,1,-,-,5
Trinity,-,-,-,-
Tulare,6,38,308,4
Tuolumne,-,-,-,-
Ventura,-,2,-,-
Yolo,-,46,198,6
Yuba,2,16,23,6
