County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,60,12,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,11,18,31,33
Calaveras,-,-,-,-
Colusa,2,4,1,5
Contra Costa,1,28,16,12
Del Norte,-,-,-,-
El Dorado,-,1,-,-
Fresno,19,8,96,-
Glenn,2,4,8,7
Humboldt,-,2,-,-
Imperial,-,-,-,-
Inyo,-,-,-,-
Kern,2,3,75,-
Kings,-,2,138,-
Lake,-,14,61,2
Lassen,-,-,-,-
Los Angeles,16,30,139,26
Madera,2,4,27,-
Marin,-,3,3,-
Mariposa,-,-,-,-
Mendocino,-,-,-,-
Merced,-,-,9,3
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,9,-,-
Nevada,-,-,-,-
Orange,34,189,238,-
Placer,-,23,69,-
Plumas,-,-,-,-
Riverside,-,-,33,3
Sacramento,3,232,387,5
San Benito,-,-,-,-
San Bernardino,2,10,69,13
San Diego,-,4,-,-
San Francisco,-,-,-,-
San Joaquin,1,36,154,-
San Luis Obispo,-,-,-,-
San Mateo,-,8,11,-
Santa Barbara,-,-,-,-
Santa Clara,3,690,28,-
Santa Cruz,-,1,-,-
Shasta,1,2,25,3
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,1,31,10,19
Sonoma,-,13,4,1
Stanislaus,17,31,102,12
Sutter,1,19,50,24
Tehama,-,-,-,5
Trinity,-,-,-,-
Tulare,5,38,301,4
Tuolumne,-,-,-,-
Ventura,-,2,-,-
Yolo,-,43,185,1
Yuba,2,11,22,6
