County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,1,2,1,-
Alpine,-,-,-,-
Amador,-,2,-,-
Butte,2,25,5,16
Calaveras,-,1,1,-
Colusa,1,2,-,-
Contra Costa,1,55,23,2
Del Norte,-,-,-,-
El Dorado,-,3,-,-
Fresno,1,16,40,5
Glenn,-,12,1,-
Humboldt,-,-,-,-
Imperial,-,-,7,11
Inyo,-,-,-,-
Kern,-,8,3,-
Kings,-,-,-,-
Lake,-,1,3,-
Lassen,-,-,-,-
Los Angeles,39,291,386,39
Madera,-,1,-,-
Marin,-,1,-,-
Mariposa,-,-,-,-
Mendocino,-,1,-,-
Merced,1,1,-,-
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,2,-,-
Napa,-,-,-,-
Nevada,-,4,-,-
Orange,41,468,280,3
Placer,2,2,24,2
Plumas,-,-,-,-
Riverside,27,32,86,38
Sacramento,5,91,268,5
San Benito,-,-,-,-
San Bernardino,5,134,129,32
San Diego,10,363,21,10
San Francisco,-,-,-,-
San Joaquin,6,60,160,1
San Luis Obispo,-,-,-,-
San Mateo,-,2,-,-
Santa Barbara,-,1,-,-
Santa Clara,-,10,1,-
Santa Cruz,-,1,-,-
Shasta,1,6,-,-
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,1,5,1,-
Sonoma,-,1,1,-
Stanislaus,10,30,48,5
Sutter,-,2,11,2
Tehama,1,2,-,-
Trinity,-,-,-,-
Tulare,1,70,36,2
Tuolumne,-,-,-,-
Ventura,-,5,-,-
Yolo,-,6,16,-
Yuba,-,-,1,-
