County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,6,-,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,7,27,4,11
Calaveras,-,2,-,-
Colusa,1,1,-,2
Contra Costa,-,13,11,1
Del Norte,-,-,-,-
El Dorado,-,1,-,-
Fresno,8,81,31,10
Glenn,4,28,1,7
Humboldt,-,2,-,-
Imperial,1,-,3,16
Inyo,-,1,-,-
Kern,65,96,148,37
Kings,2,1,20,5
Lake,-,2,6,-
Lassen,-,2,-,-
Los Angeles,4,19,42,1
Madera,-,3,-,-
Marin,-,-,-,-
Mariposa,-,-,-,-
Mendocino,1,-,-,-
Merced,3,23,1,-
Modoc,-,1,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,-,-,-
Nevada,-,2,-,-
Orange,2,9,-,-
Placer,-,9,12,-
Plumas,-,1,-,-
Riverside,-,2,15,7
Sacramento,3,58,111,6
San Benito,-,-,-,-
San Bernardino,1,7,-,3
San Diego,-,16,-,-
San Francisco,-,-,-,-
San Joaquin,3,25,92,6
San Luis Obispo,-,2,-,-
San Mateo,-,1,-,-
Santa Barbara,-,-,-,-
Santa Clara,2,40,5,-
Santa Cruz,-,3,-,-
Shasta,1,40,14,2
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,-,1,-,-
Sonoma,1,1,-,-
Stanislaus,6,87,48,4
Sutter,2,1,19,6
Tehama,3,15,-,7
Trinity,-,1,-,-
Tulare,-,8,5,-
Tuolumne,-,1,-,-
Ventura,-,1,-,-
Yolo,1,10,7,2
Yuba,-,1,2,3
