County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,3,-,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,2,21,2,-
Calaveras,-,2,-,-
Colusa,1,-,-,-
Contra Costa,-,7,-,-
Del Norte,-,-,-,-
El Dorado,-,1,-,-
Fresno,2,63,13,1
Glenn,1,21,1,2
Humboldt,-,-,-,-
Imperial,1,-,2,6
Inyo,-,-,-,-
Kern,29,72,103,4
Kings,-,1,13,2
Lake,-,-,4,-
Lassen,-,1,-,-
Los Angeles,-,5,8,1
Madera,-,-,-,-
Marin,-,-,-,-
Mariposa,-,-,-,-
Mendocino,1,-,-,-
Merced,1,17,-,-
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,-,-,-
Nevada,-,2,-,-
Orange,-,9,-,-
Placer,-,1,5,-
Plumas,-,-,-,-
Riverside,-,1,8,-
Sacramento,-,19,48,2
San Benito,-,-,-,-
San Bernardino,-,4,-,1
San Diego,-,9,-,-
San Francisco,-,-,-,-
San Joaquin,1,20,69,-
San Luis Obispo,-,2,-,-
San Mateo,-,-,-,-
Santa Barbara,-,-,-,-
Santa Clara,-,32,4,-
Santa Cruz,-,1,-,-
Shasta,1,25,2,1
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,-,1,-,-
Sonoma,1,-,-,-
Stanislaus,2,67,19,-
Sutter,-,1,17,-
Tehama,-,6,-,7
Trinity,-,-,-,-
Tulare,-,4,1,-
Tuolumne,-,1,-,-
Ventura,-,-,-,-
Yolo,-,6,3,2
Yuba,-,1,1,-
