County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,2,-,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,-,14,-,-
Calaveras,-,2,-,-
Colusa,-,-,-,-
Contra Costa,-,7,-,-
Del Norte,-,-,-,-
El Dorado,-,-,-,-
Fresno,-,58,6,1
Glenn,1,15,1,-
Humboldt,-,-,-,-
Imperial,-,-,2,6
Inyo,-,-,-,-
Kern,23,66,79,2
Kings,-,1,4,1
Lake,-,-,2,-
Lassen,-,1,-,-
Los Angeles,-,4,7,1
Madera,-,-,-,-
Marin,-,-,-,-
Mariposa,-,-,-,-
Mendocino,1,-,-,-
Merced,1,14,-,-
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,-,-,-
Nevada,-,1,-,-
Orange,-,9,-,-
Placer,-,-,2,-
Plumas,-,-,-,-
Riverside,-,1,7,-
Sacramento,-,13,18,1
San Benito,-,-,-,-
San Bernardino,-,3,-,1
San Diego,-,6,-,-
San Francisco,-,-,-,-
San Joaquin,1,11,62,-
San Luis Obispo,-,2,-,-
San Mateo,-,-,-,-
Santa Barbara,-,-,-,-
Santa Clara,-,31,-,-
Santa Cruz,-,1,-,-
Shasta,-,16,2,1
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,-,1,-,-
Sonoma,-,-,-,-
Stanislaus,1,63,13,-
Sutter,-,1,15,-
Tehama,-,4,-,7
Trinity,-,-,-,-
Tulare,-,2,1,-
Tuolumne,-,1,-,-
Ventura,-,-,-,-
Yolo,-,4,1,-
Yuba,-,1,1,-
