County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,2,-,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,-,3,-,-
Calaveras,-,2,-,-
Colusa,-,-,-,-
Contra Costa,-,5,-,-
Del Norte,-,-,-,-
El Dorado,-,-,-,-
Fresno,-,36,5,1
Glenn,-,10,-,-
Humboldt,-,-,-,-
Imperial,-,-,2,5
Inyo,-,-,-,-
Kern,9,48,79,2
Kings,-,1,4,1
Lake,-,-,-,-
Lassen,-,-,-,-
Los Angeles,-,3,7,1
Madera,-,-,-,-
Marin,-,-,-,-
Mariposa,-,-,-,-
Mendocino,-,-,-,-
Merced,-,5,-,-
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,-,-,-
Nevada,-,1,-,-
Orange,-,9,-,-
Placer,-,-,2,-
Plumas,-,-,-,-
Riverside,-,1,2,-
Sacramento,-,5,9,-
San Benito,-,-,-,-
San Bernardino,-,3,-,1
San Diego,-,6,-,-
San Francisco,-,-,-,-
San Joaquin,1,5,52,-
San Luis Obispo,-,-,-,-
San Mateo,-,-,-,-
Santa Barbara,-,-,-,-
Santa Clara,-,25,-,-
Santa Cruz,-,-,-,-
Shasta,-,11,1,1
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,-,1,-,-
Sonoma,-,-,-,-
Stanislaus,-,42,9,-
Sutter,-,1,11,-
Tehama,-,1,-,-
Trinity,-,-,-,-
Tulare,-,1,-,-
Tuolumne,-,1,-,-
Ventura,-,-,-,-
Yolo,-,1,1,-
Yuba,-,1,-,-
